Codigo_Ciudad;Codigo_Distrito;Codigo_Barrio;Codigo_Seccion;Nombre_Ciudad;Nombre_Distrito;Nombre_Barrio;Codigo;X2022_persona;X2021_persona;X2020_persona;X2019_persona;X2018_persona;X2017_persona;X2016_persona;X2015_persona;X2022_hogar;X2021_hogar;X2020_hogar;X2019_hogar;X2018_hogar;X2017_hogar;X2016_hogar;X2015_hogar;X2022_consumo;X2021_consumo;X2020_consumo;X2019_consumo;X2018_consumo;X2017_consumo;X2016_consumo;X2015_consumo;X2022_bruta_persona;X2021_bruta_persona;X2020_bruta_persona;X2019_bruta_persona;X2018_bruta_persona;X2017_bruta_persona;X2016_bruta_persona;X2015_bruta_persona;X2022_bruta_hogar;X2021_bruta_hogar;X2020_bruta_hogar;X2019_bruta_hogar;X2018_bruta_hogar;X2017_bruta_hogar;X2016_bruta_hogar;X2015_bruta_hogar
46250;5;2;18;València;Distrito 05;Morvedre;4625005018 València sección 05018;14449;13389;13028;12722;11965;9964;9517;9019;34067;31472;30100;29964;28484;21629;21192;20641;20879;19430;18710;18446;17344;13894;13218;12680;19250;17850;17150;17150;15750;12250;12250;11550;17294;15976;15463;15122;14097;11562;11001;10315
46250;5;3;21;València;Distrito 05;Trinitat;4625005021 València sección 05021;13660;12581;11893;12171;11315;10449;10020;9662;28742;26709;24934;25882;24412;22221;21800;21547;18792;17312;16439;16938;15916;14747;13985;13699;15750;14350;14350;14350;13650;12250;11550;11550;16373;14931;14046;14424;13415;12302;11818;11270
46250;5;3;22;València;Distrito 05;Trinitat;4625005022 València sección 05022;14002;13294;12854;12550;11662;10942;10639;10456;31286;29736;28726;28138;26111;24559;23859;22942;20073;19303;18484;18117;16662;15691;15171;14722;17850;17150;16450;16100;15050;14350;14350;12950;16736;16018;15094;14803;13560;12601;12252;11987
46250;5;3;25;València;Distrito 05;Trinitat;4625005025 València sección 05025;16297;15675;14753;14755;14029;13324;12760;12538;36590;34943;32651;33552;33130;32918;30869;30561;23658;22777;21183;21576;20900;19915;18929;18667;20650;19950;17150;17850;17150;15750;15050;15050;20327;19449;18199;18538;17290;16613;15709;15219
46250;5;3;26;València;Distrito 05;Trinitat;4625005026 València sección 05026;17193;15971;15587;16178;15438;13539;14669;15204;39072;37069;36301;38061;35920;31077;34227;34605;24613;23206;22802;23484;22293;21191;21047;21876;21350;20650;20650;20650;19950;19250;18550;18550;21096;19718;19116;19930;18991;18187;17933;18799
46250;5;3;27;València;Distrito 05;Trinitat;4625005027 València sección 05027;15418;14454;14273;13982;13668;12744;12501;12335;38712;36237;35154;35240;33927;32260;31952;31380;22972;21529;21090;20863;20483;19348;18637;18388;21350;19950;19950;19250;18550;17850;16450;16450;19026;17687;17268;16880;16686;15660;15130;14883
46250;5;3;28;València;Distrito 05;Trinitat;4625005028 València sección 05028;19824;17625;16838;16613;15954;9109;15635;15487;47071;41849;39474;39738;38353;22263;37655;37168;29724;26924;25386;24992;23832;22751;23024;22706;27650;24150;22050;22750;22050;21000;19950;20650;25890;22763;21335;21059;20055;18902;19357;19083
46250;5;4;29;València;Distrito 05;Tormos;4625005029 València sección 05029;11623;11102;10518;10112;9824;8904;8572;8517;26523;24816;23998;24150;23279;21360;20983;20282;16294;15623;14713;14389;13840;12483;12111;11983;14350;14350;12950;11550;11550;10850;10150;10150;13438;12742;12025;11584;11234;10120;9726;9604
46250;5;4;31;València;Distrito 05;Tormos;4625005031 València sección 05031;11790;11178;11092;10111;9618;9087;9119;8894;32442;30836;30026;28325;26631;25298;25036;24644;17838;17061;16957;15635;14797;13998;14141;13493;15750;15750;15050;14350;13650;12950;12950;12950;14037;13239;13132;11940;11327;10716;10717;10397
46250;5;4;33;València;Distrito 05;Tormos;4625005033 València sección 05033;12385;12570;13072;12488;11601;11448;11020;10195;31644;32393;34179;33346;30680;30401;29570;27108;19363;18642;19769;18707;17501;17316;16795;15329;17850;16450;16450;15750;15050;15050;13650;14350;16667;15012;15712;15127;13849;13967;13116;12035
46250;5;4;34;València;Distrito 05;Tormos;4625005034 València sección 05034;8951;8346;8077;7757;7451;7123;6976;7430;21415;19535;18530;18315;17421;16727;16210;16503;13089;11842;11375;11224;10543;10147;9937;10439;12250;10850;10150;10150;9450;8750;8750;9450;10073;9262;8954;8554;8234;7866;7695;8194
46250;5;4;36;València;Distrito 05;Tormos;4625005036 València sección 05036;10961;10568;10279;10036;9218;8924;8742;8453;27788;27048;25733;26358;24334;23334;22252;21300;16114;15508;14973;14726;13716;13091;12902;12404;15050;14350;13650;13650;12250;12250;12250;11550;12582;12105;11746;11463;10479;10181;9911;9554
46250;5;5;37;València;Distrito 05;Sant Antoni;4625005037 València sección 05037;15011;14273;13497;13373;12593;12073;12302;11698;35875;34470;32815;33347;31661;30048;30559;29264;22234;21153;19838;19693;18829;17980;18195;17233;19250;17850;16450;17150;16450;16100;15750;13650;18699;17580;16287;16151;15282;14625;14841;14203
46250;5;5;38;València;Distrito 05;Sant Antoni;4625005038 València sección 05038;16581;15647;15111;14515;14078;13341;12865;12433;42975;41206;40542;40412;39322;37804;36162;35620;24986;23534;22888;22031;21632;20511;19687;19074;22050;20650;19950;19250;19250;17850;16450;16450;20491;19192;18343;17631;17190;16138;15580;15072
46250;5;5;39;València;Distrito 05;Sant Antoni;4625005039 València sección 05039;14466;14025;13432;13075;12254;12166;11523;11495;34195;32892;32173;31951;29789;29404;27758;27234;21227;20418;19635;19335;17975;17823;16857;16923;19950;18550;17850;17850;16450;15750;15050;15050;17405;16885;16095;15470;14532;14497;13630;13656
46250;5;5;40;València;Distrito 05;Sant Antoni;4625005040 València sección 05040;16191;15011;14404;14040;12725;12582;12316;11955;39400;37021;36186;35846;32773;32655;32165;31342;23817;22191;21406;21113;19756;18955;18419;17910;20650;19950;19950;19950;19250;17850;17150;16450;19960;18366;17577;17078;15879;15165;14768;14386
46250;5;5;41;València;Distrito 05;Sant Antoni;4625005041 València sección 05041;16693;16207;14683;14782;14124;13376;12879;12636;44166;43046;37131;37647;36329;34878;33581;32878;25544;24967;22006;22360;21270;20239;19583;19410;24150;22750;20650;20650;19250;18550;17150;17150;21048;20437;18077;18223;17392;16418;15767;15518
46250;5;5;42;València;Distrito 05;Sant Antoni;4625005042 València sección 05042;13837;13206;12666;12474;12028;11336;10841;10483;33424;32068;30958;30502;29555;28149;26338;26107;20195;19278;18634;18347;17709;16694;15855;15424;19250;17850;17850;17150;16450;15050;14350;13650;16725;15889;15030;14813;14195;13306;12678;12245
46250;5;4;43;València;Distrito 05;Tormos;4625005043 València sección 05043;15060;14224;13691;13459;12702;12186;11644;11599;38239;36426;35071;35238;33554;32559;31189;31306;22296;21244;20345;19993;19400;18501;17624;17509;20650;19950;18550;18550;18550;17150;16450;15750;18413;17332;16585;16290;15307;14652;13987;13909
46250;6;1;1;València;Distrito 06;Exposició;4625006001 València sección 06001;26189;24678;24482;23837;23850;23998;21014;21940;68464;65055;63448;60293;62135;63930;56912;58909;40212;37889;37496;36650;36655;37680;33985;34098;33950;32550;30450;31150;29750;28350;26600;26250;36852;35278;34246;33162;33059;33324;29302;30542
46250;6;1;2;València;Distrito 06;Exposició;4625006002 València sección 06002;22242;20665;20796;21766;20159;19499;19867;19735;61344;57676;58604;61959;57645;57162;58195;58499;34718;33513;32394;33728;31645;30809;31274;31464;31150;29050;29750;30450;28350;27650;26950;26250;30457;28960;27419;28896;27016;25879;26032;25940
46250;6;1;3;València;Distrito 06;Exposició;4625006003 València sección 06003;22579;22629;24645;23172;23380;22573;22104;21485;58389;58428;63944;60236;60763;57964;56444;55046;35664;35168;38020;36064;36813;35592;35108;33656;28350;27650;27650;26950;26950;25550;23450;23450;32368;31405;34443;32764;33261;31735;31166;30102
46250;6;1;4;València;Distrito 06;Exposició;4625006004 València sección 06004;19922;19528;17971;19881;19145;17686;18335;16464;50441;49671;45062;50804;50199;46217;48168;43692;32024;30025;29566;30387;29477;27459;28139;25288;29750;26950;25550;26250;24850;23450;22050;21350;27802;26182;25877;26264;25238;23201;23814;21032
46250;6;1;6;València;Distrito 06;Exposició;4625006006 València sección 06006;34765;29226;31082;26580;32242;28921;23824;25231;98221;81098;86288;74461;91933;82287;68116;73075;55987;51047;51053;49538;52239;47371;43107;42244;39550;38850;37450;38150;36750;35350;34650;33950;51091;46570;45312;46204;47029;43178;38112;37526
46250;6;2;7;València;Distrito 06;Mestalla;4625006007 València sección 06007;24481;21316;23153;23088;22079;20607;23135;28350;66478;57888;62458;63086;59928;55816;63375;80135;39398;37614;36762;36839;34647;32742;35626;45304;31850;29050;28350;28350;27650;26950;26950;26250;36035;34639;32679;33178;30710;28997;31988;39696
46250;6;2;8;València;Distrito 06;Mestalla;4625006008 València sección 06008;21617;20492;19377;19595;18988;18117;17493;17931;56186;53636;50343;51210;49996;47554;46745;46570;32998;31121;29458;29875;29029;27600;26728;27450;29050;27650;26250;26250;25550;23450;22750;22050;28640;27189;25086;25453;24541;23486;22539;23420
46250;6;2;9;València;Distrito 06;Mestalla;4625006009 València sección 06009;13302;13065;12554;12401;11992;11321;10759;10944;31981;30882;29924;30198;28713;27032;26475;26656;19315;19280;18480;18294;17430;16471;15894;16077;16450;16450;15750;15750;14350;13650;13650;13650;16074;15926;15019;14638;14345;13388;12742;12971
46250;6;2;11;València;Distrito 06;Mestalla;4625006011 València sección 06011;12225;11349;10583;10121;10380;10056;9670;9466;30029;28650;27090;26546;26905;25444;24777;24664;18017;16953;15642;14948;15421;14727;14433;14110;13650;12950;12250;11900;12950;11550;12250;10850;15052;13597;12644;12042;12340;11950;11424;11093
46250;6;2;12;València;Distrito 06;Mestalla;4625006012 València sección 06012;21006;19312;19329;18818;18330;17788;19098;18841;49211;45609;45058;45024;43553;42924;44980;44805;30634;27979;28794;28424;27298;27320;29631;28840;25550;23450;23450;22050;21350;20650;21350;20650;29101;26727;26649;26228;24958;24320;26294;25902
46250;6;2;13;València;Distrito 06;Mestalla;4625006013 València sección 06013;19571;17648;17127;16896;16151;15394;15167;15119;49449;44677;42882;42070;41835;39439;38581;37317;29460;27255;25930;25666;24821;23499;23070;22860;25550;24850;22750;22750;21350;19950;19950;19250;26020;23415;22023;21557;20648;19473;19196;19012
46250;6;2;14;València;Distrito 06;Mestalla;4625006014 València sección 06014;24543;20695;20319;21458;20185;18214;17806;18429;59042;50204;49400;53338;50800;45976;45119;47571;37090;31582;30858;32736;30638;27502;27248;28166;29050;27650;26950;26950;24150;23450;22750;22750;34214;28224;27007;28844;27361;24028;23720;24209
46250;6;2;15;València;Distrito 06;Mestalla;4625006015 València sección 06015;20084;18941;18521;18177;17985;16851;16398;16089;49820;48337;47214;46175;45786;42221;41919;40848;30392;29057;28029;27667;26908;25627;24629;23988;26950;26250;25550;25550;24150;22750;21350;21350;26203;24738;23498;23286;23219;21460;20697;20494
46250;6;3;16;València;Distrito 06;Jaume Roig;4625006016 València sección 06016;22395;23630;21490;22056;22773;19095;22316;19880;62843;65424;60355;63038;67759;55376;66096;57447;37877;37586;34581;34829;36868;33167;35970;31658;33250;32550;29750;31150;29750;29050;28350;26250;34614;32866;29310;29752;31640;28768;30380;26366
46250;6;3;17;València;Distrito 06;Jaume Roig;4625006017 València sección 06017;23168;21903;20294;22611;21531;18187;17881;17131;63655;59107;54764;61373;58698;47232;46609;44108;36233;34167;33421;35282;34367;28115;27586;26578;32550;30450;29050;29050;26950;24850;24150;24150;31558;29825;28546;30055;29227;23253;22982;22165
46250;6;3;18;València;Distrito 06;Jaume Roig;4625006018 València sección 06018;31219;28817;27230;27802;26943;25349;27969;24020;92323;86194;80389;82443;80518;75322;81556;69185;50607;46442;43863;46731;43504;40949;44772;37104;40950;38150;37450;37450;36050;33950;31850;29750;45845;42565;39369;44608;38994;35721;39072;32966
46250;6;3;19;València;Distrito 06;Jaume Roig;4625006019 València sección 06019;23822;22790;21830;23150;21290;20119;10344;21179;63417;62159;58606;63217;59337;55912;28952;58029;37308;36234;34939;37417;33830;31739;30522;34158;30450;30450;29050;28350;26250;24850;24850;24850;34339;32434;30089;32397;29579;27762;25785;29240
46250;6;3;21;València;Distrito 06;Jaume Roig;4625006021 València sección 06021;26589;24384;24560;23388;18672;21720;21216;19741;73246;67750;69115;66532;54259;64518;64278;59158;40462;37201;37366;36020;35218;33583;33761;30842;33950;31150;32550;31850;31850;29750;30450;29050;36515;33844;32914;31897;30917;29290;28580;26227
46250;6;3;22;València;Distrito 06;Jaume Roig;4625006022 València sección 06022;22243;20744;19962;19782;20268;20370;19749;18318;61007;55657;52858;52564;51814;52032;51190;47349;34297;31984;31588;30973;30953;30670;29745;28276;31850;29050;28350;28350;29750;27650;25550;25200;29502;27465;26706;26615;26724;26864;25635;24399
46250;6;4;23;València;Distrito 06;Ciutat Universitària;4625006023 València sección 06023;20573;19581;18304;18989;18686;18466;17992;17837;53850;52759;50018;50782;50671;49044;47270;46646;31429;30451;28746;29443;29270;28734;27527;27069;29750;29050;28350;28350;26950;26250;24850;24850;26814;25442;23519;24257;24243;24114;23162;22847
46250;6;4;24;València;Distrito 06;Ciutat Universitària;4625006024 València sección 06024;19896;18753;18565;18819;17405;16369;16481;16600;51380;48890;48874;49558;45140;42487;42965;42172;30829;28889;28489;28589;26606;24937;25338;25667;27650;27650;26950;26250;24150;22750;23450;23450;26655;24328;23698;24324;22484;21024;21293;21444
46250;6;2;26;València;Distrito 06;Mestalla;4625006026 València sección 06026;20427;19185;18421;18734;18668;17285;17252;16853;49490;46312;44773;46105;45881;42660;42010;41627;30023;28390;27204;27707;27305;25935;25455;25090;27650;25550;24850;24850;24150;23450;22750;22050;26611;24660;23602;23928;23857;22151;21853;21346
46250;6;2;27;València;Distrito 06;Mestalla;4625006027 València sección 06027;19810;19486;19387;18604;17969;16996;16151;15438;50650;49318;49227;48417;46667;44628;42649;40679;30081;29051;28913;27843;27011;25825;24304;23405;28350;27650;26950;25550;24850;23450;23450;22050;25774;24997;24742;23859;22984;21988;20314;19483
46250;7;1;1;València;Distrito 07;Nou Moles;4625007001 València sección 07001;13001;12505;11715;12046;10940;11178;10158;10006;29917;28539;27286;28208;25713;25302;24385;23760;18327;17709;16710;17195;15334;15625;14435;14112;16450;15750;15050;15050;13650;12950;12950;12950;15498;14896;13733;14109;12757;12955;11836;11580
46250;7;1;2;València;Distrito 07;Nou Moles;4625007002 València sección 07002;11546;10979;10521;10036;9784;9426;9236;9088;28681;27079;26273;24902;24397;23341;22490;22528;16687;16073;15382;14684;14240;13733;13370;13192;15050;13650;13650;13650;12950;12950;12250;12250;13509;12732;12179;11560;11342;10842;10576;10428
46250;7;1;3;València;Distrito 07;Nou Moles;4625007003 València sección 07003;15399;14443;14147;13769;13248;12635;12208;11774;38442;36226;35549;35609;33935;32609;31622;30217;22381;21100;20629;20311;19436;18544;17888;17211;20300;18550;17850;17850;16450;15050;14350;15050;18857;17675;17189;16895;16020;15290;14691;14172
46250;7;1;4;València;Distrito 07;Nou Moles;4625007004 València sección 07004;10366;9933;9562;9230;8558;8243;8081;7777;23195;22387;21097;21183;20024;18960;18279;17326;14331;13821;13402;13096;12146;11520;11325;10861;12950;12250;12250;12250;11550;10150;10150;9450;11757;11323;10679;10292;9559;9185;8952;8615
46250;7;1;5;València;Distrito 07;Nou Moles;4625007005 València sección 07005;13730;13000;12621;12258;11782;11685;11600;10292;34870;31901;30621;30009;28515;29002;29295;26117;20281;19084;18610;18210;17487;17596;17420;15447;17150;17150;15750;15750;15750;14350;14350;13650;16782;15732;15313;14756;14188;14021;14034;12232
46250;7;1;6;València;Distrito 07;Nou Moles;4625007006 València sección 07006;10955;10447;10107;9922;9028;8652;8584;8184;26149;24903;24178;24047;22191;20742;20686;20199;15674;14767;14464;14281;13142;12363;12208;11542;13650;12950;12950;12950;11550;10850;10850;10150;12669;12055;11588;11299;10245;9884;9765;9242
46250;7;1;7;València;Distrito 07;Nou Moles;4625007007 València sección 07007;13277;12732;12620;12336;11729;11593;11843;11346;30732;29411;28932;28891;27282;26732;26860;25825;19085;18283;18068;17858;16823;16600;16941;16464;17150;15750;15750;15750;15050;14350;13650;14350;15740;15066;14846;14530;13920;13641;13943;13518
46250;7;1;8;València;Distrito 07;Nou Moles;4625007008 València sección 07008;14961;13715;13688;13914;13316;12515;12720;11928;36313;31972;31722;32256;31343;30173;29638;28313;21528;20645;19410;19687;18827;17607;17961;16747;18550;17850;17150;17850;16450;15750;17150;15750;18041;17280;16457;16622;15735;14735;15123;13977
46250;7;1;9;València;Distrito 07;Nou Moles;4625007009 València sección 07009;12566;12666;12194;11927;11076;10312;10399;9995;27788;27448;26231;26085;24414;23589;23257;22902;17582;17576;16807;16496;15178;14519;14471;14079;16450;15750;15050;15750;14350;12950;12950;12250;14754;14747;14168;13886;12815;11905;12000;11475
46250;7;1;10;València;Distrito 07;Nou Moles;4625007010 València sección 07010;12119;11774;11104;11026;10405;10085;9970;9743;30660;29870;28035;28499;26146;25296;24541;23954;17705;17271;16203;16127;15065;14508;14421;14214;15750;15050;14350;14350;13650;12950;12950;12950;14289;13772;12874;12785;12075;11683;11561;11283
46250;7;1;12;València;Distrito 07;Nou Moles;4625007012 València sección 07012;12649;12855;12328;12081;11264;11153;10997;10835;32453;32026;30760;31032;29317;28449;28196;27241;18522;18825;17893;17715;16534;16268;16083;16131;16450;16450;15050;15050;14350;13650;13650;13650;15199;15385;14536;14347;13467;13207;13031;12864
46250;7;1;13;València;Distrito 07;Nou Moles;4625007013 València sección 07013;14348;13896;13089;12759;11914;11489;11104;10854;31170;29745;27565;27551;25974;25118;23860;23964;20405;19576;18260;17952;16778;16149;15511;15273;19950;18550;17150;17150;15750;15050;14350;14350;17101;16532;15449;15084;14010;13441;12922;12578
46250;7;1;14;València;Distrito 07;Nou Moles;4625007014 València sección 07014;10840;10269;10158;10024;9477;9117;8749;8567;25632;24153;23271;23220;21636;21325;20506;20141;15469;14634;14426;14226;13330;13029;12650;12332;14350;13650;13650;12950;12250;11550;11550;11550;12317;11594;11445;11226;10642;10163;9727;9558
46250;7;1;15;València;Distrito 07;Nou Moles;4625007015 València sección 07015;11514;11317;10826;10265;9955;9411;9191;9223;29189;27198;26542;25924;24457;23612;22850;23450;16899;16469;15773;15202;14677;13866;13567;13751;15750;15050;14350;13650;12950;12250;11550;12250;13609;13277;12544;11903;11500;10865;10616;10617
46250;7;1;16;València;Distrito 07;Nou Moles;4625007016 València sección 07016;13704;12850;12075;12033;11609;11109;10666;10644;33173;31082;29925;29994;28881;27714;26687;26279;19889;18708;17757;17551;16872;16135;15515;15582;17850;17150;16450;16450;15750;15050;14350;13650;16263;15178;14309;14112;13586;12972;12472;12456
46250;7;1;17;València;Distrito 07;Nou Moles;4625007017 València sección 07017;13554;12607;12290;12155;11433;10762;10546;10286;32019;30076;29371;28960;27707;26637;25941;25575;19242;18056;17736;17532;16451;15606;15239;14977;17150;16450;15750;15750;15050;14350;13650;12950;16293;15014;14546;14314;13482;12638;12363;12055
46250;7;1;18;València;Distrito 07;Nou Moles;4625007018 València sección 07018;13014;12543;12049;11503;10826;10403;9776;9834;30751;29945;29883;29521;27343;26222;24875;24604;18714;17984;17301;16873;15870;15096;14201;14144;16450;15750;14350;14350;12950;12250;12250;12250;15409;14743;14186;13561;12621;12030;11300;11373
46250;7;1;19;València;Distrito 07;Nou Moles;4625007019 València sección 07019;15350;14538;14704;13855;13279;12791;12364;12274;40095;37680;37878;36361;35359;34583;33291;32562;22661;21517;21916;20658;19900;19196;18652;18371;20650;19250;19950;18550;18550;17850;17850;16450;18961;17938;18113;16992;16226;15660;15043;14886
46250;7;1;20;València;Distrito 07;Nou Moles;4625007020 València sección 07020;15715;14808;14299;13923;13737;13187;12977;12708;38362;36192;35280;35048;34659;33034;32871;32104;22928;21734;20944;20593;20165;19419;18956;18718;21350;19950;19250;19250;18550;17850;17850;17150;19237;18006;17329;16850;16624;16076;15645;15294
46250;7;2;21;València;Distrito 07;Soternes;4625007021 València sección 07021;13750;12868;12630;12093;11641;11365;10702;10465;32718;30743;30392;29869;28308;27399;26479;25976;19901;18734;18490;17906;17203;16699;15833;15399;18550;17150;16450;16450;16100;15050;15050;15050;16393;15315;14870;14248;13613;13269;12457;12170
46250;7;2;22;València;Distrito 07;Soternes;4625007022 València sección 07022;13457;12481;11885;11455;11123;10692;10323;9954;31330;29701;28470;28735;27787;26777;26273;25571;19347;18116;17221;16772;16312;15789;15509;14899;17850;16800;15750;15750;15050;14350;14350;12950;15854;14644;13896;13380;13011;12487;12021;11531
46250;7;2;23;València;Distrito 07;Soternes;4625007023 València sección 07023;12156;11129;11162;10716;10308;9525;9473;9651;27444;26082;26126;25240;23998;22044;21906;22559;16992;15703;15844;15345;14649;13478;13420;13572;15050;14350;14350;13650;12950;12250;12250;11550;14148;12932;12915;12277;11779;10815;10748;10917
46250;7;2;24;València;Distrito 07;Soternes;4625007024 València sección 07024;11948;11426;10929;10810;10276;9578;9221;9053;29550;27777;26730;26791;25493;24056;23611;23162;17554;16883;15999;15841;15214;14287;13781;13475;15050;15050;14350;14350;13650;12250;12250;11550;14244;13564;12839;12690;11986;11077;10661;10466
46250;7;3;25;València;Distrito 07;Tres Forques;4625007025 València sección 07025;11338;10590;10513;10098;9634;9013;8994;9034;26862;25312;24709;24656;23331;21696;22044;21619;16252;15153;15185;14733;13944;13087;13047;12970;15050;13650;13650;12950;12250;12250;12250;11550;13042;11969;11878;11370;10807;10059;10028;10053
46250;7;3;26;València;Distrito 07;Tres Forques;4625007026 València sección 07026;9244;8944;8824;8884;8238;7748;7882;8196;24598;22936;23105;23363;21370;20563;20115;20479;13836;13313;13075;13276;12438;11708;11712;12157;12250;11550;10850;11550;10850;10150;10150;10150;10509;10221;10031;10114;9310;8741;8930;9237
46250;7;3;27;València;Distrito 07;Tres Forques;4625007027 València sección 07027;8608;6499;6185;6346;5905;5846;5378;5334;22786;16640;15963;16320;14534;14009;13101;12339;12715;9506;9096;9386;8602;8447;7728;7492;11550;9450;8050;8750;8050;8050;7350;7350;9636;7001;6652;6855;6353;6299;5768;5686
46250;7;3;30;València;Distrito 07;Tres Forques;4625007030 València sección 07030;9217;8809;8570;8270;8009;7859;7381;7413;23773;22350;21152;21008;20117;19467;18741;17882;13441;12810;12230;12098;11495;11266;10531;10468;12250;11550;10850;10850;10150;10150;9450;9450;10354;9834;9497;9188;8904;8706;8168;8188
46250;7;3;31;València;Distrito 07;Tres Forques;4625007031 València sección 07031;10726;10091;9834;9553;9173;9089;8632;8578;24530;22681;22088;22291;21390;20508;20129;19839;15350;14199;13768;13485;13139;12881;12444;12378;14350;12950;12950;12950;12250;11550;11550;11550;11893;11151;10808;10515;10039;9942;9395;9360
46250;7;3;32;València;Distrito 07;Tres Forques;4625007032 València sección 07032;16091;15625;14887;14858;14364;13868;13613;13293;38323;38246;36064;36493;34979;33501;33340;32547;23654;23052;21837;21739;20922;20184;20029;19383;22050;21350;21350;19950;19950;18550;17850;18550;19758;19130;18042;17993;17283;16637;16360;15987
46250;7;4;36;València;Distrito 07;La Fontsanta;4625007036 València sección 07036;9066;8512;8329;8409;8005;7455;7370;7455;24280;22633;22074;22401;21668;20605;19777;19603;13447;12731;12340;12389;11816;11108;10919;11019;12250;11550;10850;10850;10850;9450;10150;10150;10148;9455;9220;9350;8910;8302;8193;8303
46250;7;4;37;València;Distrito 07;La Fontsanta;4625007037 València sección 07037;8590;8265;7911;7725;7217;6966;6920;6859;23546;22648;21498;21210;19940;19439;19379;19089;13200;12331;11873;11504;10731;10384;10470;10309;12250;10850;10850;10150;9450;8750;9450;9450;9594;9174;8767;8540;8006;7682;7638;7580
46250;7;5;39;València;Distrito 07;La Llum;4625007039 València sección 07039;14245;13499;13097;13102;12437;11938;11557;11307;37667;35568;34513;34781;33591;32720;31447;30923;21002;20004;19409;19514;18598;17976;17490;17055;19950;17850;17850;17850;17150;17150;15750;15050;17034;16140;15569;15532;14778;14257;13747;13326
46250;7;5;40;València;Distrito 07;La Llum;4625007040 València sección 07040;13202;12739;12082;11649;11732;10737;10515;10307;32639;31090;29016;28952;28922;26478;25696;25557;19113;18555;17363;16841;17169;15633;15250;14979;17850;17150;15750;15400;15750;14350;13650;13650;15540;15003;14087;13597;13617;12455;12218;11959
46250;7;1;41;València;Distrito 07;Nou Moles;4625007041 València sección 07041;12500;12115;11877;11230;11089;10496;10033;10215;31131;29277;28811;28441;28264;26575;25925;26074;18003;17507;16908;16284;16053;15329;14743;15033;16450;15750;15750;14350;14350;13650;12250;12950;14579;14047;13672;12994;12800;12075;11577;11849
46250;7;5;42;València;Distrito 07;La Llum;4625007042 València sección 07042;14260;13536;13263;12858;11998;11750;11025;10724;35433;33733;33479;32760;30766;30344;29036;28249;20704;19755;19399;18923;17620;17510;16539;16200;18550;17150;17850;17850;16450;16450;15050;15050;17120;16176;15747;15226;14203;13872;13032;12647
46250;8;1;1;València;Distrito 08;Patraix;4625008001 València sección 08001;14119;10998;10736;10165;9596;9467;9112;8723;32576;24795;24004;24150;21958;21721;20578;20262;20392;15708;15195;14431;13671;13549;12857;12526;17850;13650;13650;11550;11550;10850;10850;10150;17036;12730;12412;11726;10974;10777;10425;9911
46250;8;1;2;València;Distrito 08;Patraix;4625008002 València sección 08002;16495;15915;14591;13568;13705;13362;12891;12902;39312;38186;36366;34231;33700;32778;32345;33099;23930;23153;21501;21105;20090;19396;19042;18730;22050;20650;19250;20650;19250;18550;18550;17850;20053;19519;17861;17314;16501;16001;15421;15483
46250;8;1;3;València;Distrito 08;Patraix;4625008003 València sección 08003;16339;14879;13673;14893;12525;15901;13225;13091;41717;37614;35853;38363;31818;40995;34086;32769;24032;22382;21659;22387;21012;23936;19808;19530;21350;20650;19950;20650;19950;18550;17850;17150;20246;18588;17794;18354;17202;20842;16158;15936
46250;8;1;4;València;Distrito 08;Patraix;4625008004 València sección 08004;14564;14085;13113;12735;12079;11605;11676;11133;33617;32448;30920;30359;28542;27583;27757;27225;21180;20546;19083;18738;17800;16877;17154;16466;19250;18550;17150;17150;15750;15050;15050;14350;17840;17142;15790;15288;14526;13893;13931;13243
46250;8;1;6;València;Distrito 08;Patraix;4625008006 València sección 08006;17562;16657;16256;15555;15502;15358;15538;15058;41912;39774;38422;37797;37802;37276;37924;36683;25282;24073;23326;22662;22676;22640;22780;22192;22050;21350;19250;19250;19250;19250;18550;19250;22323;21147;20587;19576;19574;19362;19500;18994
46250;8;1;7;València;Distrito 08;Patraix;4625008007 València sección 08007;17218;16197;16460;15339;14501;14145;13828;13547;42032;40163;41626;39434;38758;37376;36727;36219;25000;23565;23996;22737;21666;21217;20765;20145;22050;20650;20650;20650;19250;18550;17850;17850;21515;20224;20559;19109;18028;17568;17143;16807
46250;8;1;8;València;Distrito 08;Patraix;4625008008 València sección 08008;14471;13426;13663;12987;11953;11522;11620;11279;32224;29703;30217;29740;27911;26865;26600;25546;20355;18856;19144;18472;17078;16561;16583;15966;17850;17150;16450;17150;15750;15050;14350;14350;17400;16040;16352;15474;14184;13570;13856;13258
46250;8;1;9;València;Distrito 08;Patraix;4625008009 València sección 08009;15985;14942;13864;13875;13490;13116;12665;12658;38827;36987;33836;34827;34413;32927;32658;33189;23409;21814;20757;20377;20066;19385;19103;18626;20650;19250;18550;18550;17850;17150;16450;15050;19843;18344;17353;16931;16453;15896;15321;15217
46250;8;1;10;València;Distrito 08;Patraix;4625008010 València sección 08010;13620;12722;12183;11888;11085;10661;10270;10004;34507;32506;31178;30544;28856;27883;27147;26279;20305;19019;18275;18117;16854;16317;15794;15374;17850;17150;16450;15750;15050;14350;13650;13650;16601;15414;14569;14313;13213;12694;12158;11875
