Zona,2022_persona,2021_persona,2020_persona,2019_persona,2018_persona,2017_persona,2016_persona,2015_persona,2022_hogar,2021_hogar,2020_hogar,2019_hogar,2018_hogar,2017_hogar,2016_hogar,2015_hogar,2022_consumo,2021_consumo,2020_consumo,2019_consumo,2018_consumo,2017_consumo,2016_consumo,2015_consumo,2022_bruta_persona,2021_bruta_persona,2020_bruta_persona,2019_bruta_persona,2018_bruta_persona,2017_bruta_persona,2016_bruta_persona,2015_bruta_persona,2022_bruta_hogar,2021_bruta_hogar,2020_bruta_hogar,2019_bruta_hogar,2018_bruta_hogar,2017_bruta_hogar,2016_bruta_hogar,2015_bruta_hogar
4625019 València distrito 19,13080,12486,12066,11887,11383,10933,10510,10144,32240,30634,29563,29526,28269,27148,26224,25374,19344,18399,17834,17597,16877,16197,15586,15035,17150,16450,15750,15750,15050,14350,13650,12950,15969,15034,14437,14187,13576,13003,12489,12049
4625019001 València sección 19001,11088,10513,10363,10470,9860,9589,9159,8972,28904,27019,26346,27167,25582,24984,23976,23325,16607,15485,15215,15569,14807,14363,13812,13526,15750,14350,14350,14350,13650,13650,12950,12950,12938,12156,11889,12170,11347,11001,10476,10200
4625019002 València sección 19002,11187,10734,10681,10218,9843,9630,9015,8367,27829,26738,27231,25818,24626,24110,22846,21291,16571,15790,15920,15043,14595,14279,13448,12784,15050,14350,14000,12950,12950,11550,11550,11550,13013,12466,12350,11779,11340,11081,10335,10428
4625019003 València sección 19003,12458,11294,10915,10934,10325,10006,9791,9626,32990,30070,29031,28964,27500,26628,26256,25748,18865,17204,16736,16690,15948,15351,15095,14736,17150,15750,15050,15050,15050,14350,13650,13650,14927,13469,12919,12895,12190,11766,11500,11359
4625019004 València sección 19004,12710,12270,11509,11649,11326,10749,10348,9877,32802,31371,29892,30287,28753,27386,26620,25346,18819,18210,17421,17506,16844,16085,15598,14721,16450,16450,15050,15050,14350,13650,13650,12950,15412,14880,13903,14011,13639,12940,12412,11787
4625019005 València sección 19005,13830,13010,12312,12134,11492,10829,10371,10108,36321,34443,32725,32453,31022,29368,28046,27047,20894,19742,18668,18392,17571,16715,16015,15547,18550,17150,16450,16450,15750,14350,13650,13650,16887,15736,14805,14683,13869,12979,12391,12010
4625019006 València sección 19006,14135,13194,12587,12334,11794,11205,10874,10205,35905,33720,32365,31716,30458,28977,28537,27212,20964,19864,18853,18529,17841,16857,16339,15455,18200,17850,16450,17150,15750,15050,14350,13650,17338,15932,15108,14879,14109,13358,12902,12043
4625019007 València sección 19007,15218,14474,13703,13383,12712,12165,11580,10966,36932,34243,32310,32569,31800,30293,29236,28097,22659,21499,20135,19802,19136,18171,17388,16426,19950,19250,17850,17850,17150,15750,15050,15050,18631,17523,16491,16187,15223,14587,13807,12962
4625019008 València sección 19008,17280,16468,16614,15943,15377,15026,14540,13951,39881,37935,38477,37668,35906,35232,34121,32938,25250,24175,24459,23634,22683,22098,21234,20411,22050,20650,20650,19950,19250,18550,17150,17150,22439,21178,21144,20121,19609,19045,18446,17656
4625019009 València sección 19009,13904,13305,12199,12404,11900,11285,10603,10542,37546,36286,33414,34658,33560,32045,29595,29339,21227,20371,18862,19176,18274,17598,16292,16295,20650,19250,17850,17850,17150,16450,15750,15750,16484,15722,14257,14616,14030,13327,12330,12293
4625019011 València sección 19011,8599,8239,8247,8150,7781,7424,7253,6998,22843,20879,19788,19762,18701,17973,17717,17330,12789,12479,12173,11747,11273,10659,10297,9993,10850,10150,10850,10150,9450,9450,8750,8750,9680,9553,9383,9104,8651,8241,8052,7740
4625019012 València sección 19012,11516,11072,10703,10604,10075,9613,9007,8858,26319,24502,23454,23492,21948,20940,19432,19193,16309,15690,15163,14803,14029,13321,12372,12112,15050,14350,13650,13650,12950,12250,11550,10150,13542,13022,12537,12355,11714,11172,10424,10296
4625019013 València sección 19013,11682,11132,10813,10740,10434,9773,9564,9306,29406,27709,27206,27381,26409,24457,23887,22860,16981,16081,15783,15744,15347,14391,14043,13629,15050,14350,14350,14350,14350,12950,12950,12950,13699,12989,12514,12439,12067,11328,11117,10779
4625019014 València sección 19014,11278,10144,10161,9949,9534,9355,9086,8591,27615,25079,25151,25224,24237,23425,22571,21443,16439,14900,14880,14825,14203,13716,13313,12745,15050,13650,13650,13650,12950,12950,12250,11550,12781,11450,11437,11184,10749,10548,10274,9687
4625019015 València sección 19015,13336,12552,12309,12333,11419,10728,10178,9883,32728,30469,29318,30141,28633,27238,26570,25617,19546,18393,18134,18090,16829,16009,15394,14738,17850,17850,16450,16450,15050,14350,13650,13650,15869,14854,14489,14549,13373,12559,11981,11621
4625019016 València sección 19016,16149,17135,15831,15595,15244,14997,14428,13971,33817,36751,33569,33927,33034,32012,31347,30909,24275,24056,22572,22574,21509,21146,20705,19848,21350,20650,19250,19250,17850,17150,16450,15750,22709,21749,20094,19437,19015,18568,18023,17320
46251 Vallada,12252,11534,11021,10730,9849,9209,8855,8239,30599,28898,27723,26992,24961,23601,22997,21180,18305,17385,16515,16066,14774,13792,13249,12268,16450,15750,15050,14350,13650,12250,11550,10850,14297,13454,12638,12200,11195,10428,10018,9286
4625101 Vallada distrito 01,12252,11534,11021,10730,9849,9209,8855,8239,30599,28898,27723,26992,24961,23601,22997,21180,18305,17385,16515,16066,14774,13792,13249,12268,16450,15750,15050,14350,13650,12250,11550,10850,14297,13454,12638,12200,11195,10428,10018,9286
4625101001 Vallada sección 01001,12579,11836,11181,10949,9929,9216,8837,8258,31576,29654,28087,27423,25206,23523,22705,21097,18990,17937,16829,16426,15027,13840,13263,12318,17150,15750,15050,15050,13650,12250,11550,11550,14819,13884,12834,12475,11350,10447,9942,9304
4625101002 Vallada sección 01002,11868,11172,10828,10471,9753,9200,8876,8216,29465,27992,27279,26477,24673,23694,23336,21276,17505,16727,16131,15636,14473,13736,13233,12210,15750,15050,15050,14350,12950,12250,11550,10850,13685,12938,12399,11875,11011,10405,10104,9265
46252 Vallanca,13552,14405,11576,11350,10948,11018,11614,11337,25678,24451,20682,20400,20024,20438,22657,22675,18726,18421,15437,15239,14713,14744,15615,15478,17850,15750,13650,13650,12950,12950,13650,14350,15392,17394,13162,12644,12093,12391,13107,12738
4625201 Vallanca distrito 01,13552,14405,11576,11350,10948,11018,11614,11337,25678,24451,20682,20400,20024,20438,22657,22675,18726,18421,15437,15239,14713,14744,15615,15478,17850,15750,13650,13650,12950,12950,13650,14350,15392,17394,13162,12644,12093,12391,13107,12738
4625201001 Vallanca sección 01001,13552,14405,11576,11350,10948,11018,11614,11337,25678,24451,20682,20400,20024,20438,22657,22675,18726,18421,15437,15239,14713,14744,15615,15478,17850,15750,13650,13650,12950,12950,13650,14350,15392,17394,13162,12644,12093,12391,13107,12738
46253 Vallés,10906,9929,9403,8800,7971,7800,7595,7648,26140,25165,23664,22821,21212,19686,19772,20061,16242,14595,14467,13374,13607,12611,12029,12175,14350,12950,12250,12250,12250,10850,9450,11200,12439,11418,10653,9909,8985,8794,8524,8609
4625301 Vallés distrito 01,10906,9929,9403,8800,7971,7800,7595,7648,26140,25165,23664,22821,21212,19686,19772,20061,16242,14595,14467,13374,13607,12611,12029,12175,14350,12950,12250,12250,12250,10850,9450,11200,12439,11418,10653,9909,8985,8794,8524,8609
4625301001 Vallés sección 01001,10906,9929,9403,8800,7971,7800,7595,7648,26140,25165,23664,22821,21212,19686,19772,20061,16242,14595,14467,13374,13607,12611,12029,12175,14350,12950,12250,12250,12250,10850,9450,11200,12439,11418,10653,9909,8985,8794,8524,8609
46254 Venta del Moro,10478,9319,8704,9449,9157,8151,7316,7341,22319,19920,18867,20848,20419,18043,16710,16590,14700,13084,12276,13373,13017,11527,10552,10486,12950,12250,11550,12250,12250,10150,9450,9450,11622,10317,9605,10459,10126,8978,8021,8018
4625401 Venta del Moro distrito 01,10478,9319,8704,9449,9157,8151,7316,7341,22319,19920,18867,20848,20419,18043,16710,16590,14700,13084,12276,13373,13017,11527,10552,10486,12950,12250,11550,12250,12250,10150,9450,9450,11622,10317,9605,10459,10126,8978,8021,8018
4625401001 Venta del Moro sección 01001,10478,9319,8704,9449,9157,8151,7316,7341,22319,19920,18867,20848,20419,18043,16710,16590,14700,13084,12276,13373,13017,11527,10552,10486,12950,12250,11550,12250,12250,10150,9450,9450,11622,10317,9605,10459,10126,8978,8021,8018
46255 Vilallonga/Villalonga,12188,11761,11172,11434,10736,10410,9636,9669,29923,28915,28218,29155,27292,26795,25281,25210,18115,17482,16849,17247,16200,15850,14742,14755,16450,15750,15750,15050,15050,14350,13650,12950,14333,13792,13053,13342,12461,12200,11265,11205
4625501 Vilallonga/Villalonga distrito 01,12188,11761,11172,11434,10736,10410,9636,9669,29923,28915,28218,29155,27292,26795,25281,25210,18115,17482,16849,17247,16200,15850,14742,14755,16450,15750,15750,15050,15050,14350,13650,12950,14333,13792,13053,13342,12461,12200,11265,11205
4625501001 Vilallonga/Villalonga sección 01001,11125,10730,10295,10331,9764,9280,8500,8743,26764,26162,25023,25228,23725,23040,21742,21894,16457,15892,15402,15385,14516,14294,13151,13160,15750,15050,14350,14350,13650,13650,12250,12250,12717,12237,11729,11770,11073,10758,9632,9895
4625501002 Vilallonga/Villalonga sección 01002,13073,12584,11864,12804,11722,11561,10784,10850,33241,31342,31245,34306,31027,30723,29180,28934,19619,18782,18064,19550,17826,17646,16432,16690,17150,15750,15750,15750,15050,15050,14350,13650,15774,15137,14187,15394,13958,13927,13023,12829
4625501003 Vilallonga/Villalonga sección 01003,12256,11843,11233,11116,10620,10259,9520,9369,29772,29012,28235,28122,26994,26401,24827,24689,18127,17585,16883,16715,16057,15472,14478,14303,17150,16450,15750,15750,15050,14350,13650,13650,14370,13844,13078,12815,12228,11810,11015,10819
46256 Vilamarxant,11912,11249,10612,10400,9797,9371,8860,8750,29466,27605,26388,26133,24806,23706,22673,22178,17839,16817,16027,15677,14831,14122,13446,13210,16450,15750,15050,14350,13650,12950,12250,11550,14074,13166,12302,12058,11321,10833,10226,10089
4625601 Vilamarxant distrito 01,11912,11249,10612,10400,9797,9371,8860,8750,29466,27605,26388,26133,24806,23706,22673,22178,17839,16817,16027,15677,14831,14122,13446,13210,16450,15750,15050,14350,13650,12950,12250,11550,14074,13166,12302,12058,11321,10833,10226,10089
4625601001 Vilamarxant sección 01001,11044,10708,10172,9926,9322,8772,8308,8045,27658,26211,25232,24827,23630,22399,21560,21252,16545,15937,15231,14876,13998,13220,12472,12140,15750,14350,14350,14350,12950,12250,11550,10850,12790,12280,11643,11345,10604,9992,9430,9090
4625601002 Vilamarxant sección 01002,12336,11328,10781,10417,9634,9351,8600,8476,30853,28611,27309,26699,24818,23785,22030,21325,18507,17153,16258,15769,14627,13940,12879,12557,16450,15750,15050,15050,13650,12950,11550,11550,14569,13233,12460,12035,11076,10758,9868,9657
4625601003 Vilamarxant sección 01003,11206,11275,10684,10407,9827,9379,9145,9082,27433,27664,26750,26557,25084,23802,23261,22723,16585,16790,16138,15776,14935,14191,13960,13793,15050,15050,15050,14350,13650,12950,12250,12250,13041,13185,12454,12143,11386,10889,10610,10568
4625601004 Vilamarxant sección 01004,11421,11566,10740,10788,10349,9910,9250,9298,27712,27756,26154,26283,25523,24670,23520,23146,17021,17225,16355,16190,15680,15017,14243,14192,15400,15750,15750,15050,14350,13650,12950,12250,13504,13757,12536,12614,12133,11581,10803,10895
46257 Castelló,12384,11614,10948,10870,10246,9910,9431,9036,31614,29672,28433,28341,26680,25849,24930,24121,18381,17320,16458,16237,15322,14850,14166,13558,17150,16450,15050,15050,14350,13650,12950,12250,14349,13400,12723,12463,11721,11350,10745,10270
4625701 Castelló distrito 01,12384,11614,10948,10870,10246,9910,9431,9036,31614,29672,28433,28341,26680,25849,24930,24121,18381,17320,16458,16237,15322,14850,14166,13558,17150,16450,15050,15050,14350,13650,12950,12250,14349,13400,12723,12463,11721,11350,10745,10270
4625701001 Castelló sección 01001,11578,11051,10694,10338,9850,9349,9016,8551,31873,30169,29510,28718,26877,25514,24740,23344,17560,16975,16341,15773,14970,14366,13802,13027,16450,16450,15050,15050,13650,12950,12950,12250,13389,12802,12322,11888,11294,10758,10294,9727
4625701002 Castelló sección 01002,13780,12668,12144,11795,11062,11023,10450,9946,33441,31004,30187,29848,28472,28532,27305,26623,20165,18511,17832,17411,16446,16371,15555,14844,17850,17150,16450,15750,15050,14350,13650,12950,16158,14713,14107,13665,12806,12748,12055,11437
4625701003 Castelló sección 01003,12734,11653,10250,11111,10476,9943,9322,9015,31928,29863,26657,28560,26774,25406,24096,23531,18713,17272,15818,16360,15557,14737,13847,13399,17150,16450,14350,15050,14350,13650,12950,12250,14781,13456,12226,12703,11909,11295,10542,10208
4625701004 Castelló sección 01004,11410,11017,10440,10186,9468,9162,8770,8507,28424,26977,26303,25590,23854,23119,22860,22432,16929,16272,15439,15221,14037,13565,13144,12726,15750,15750,14350,14350,12950,12250,12250,11550,12975,12483,11981,11467,10659,10339,9842,9519
46258 Villar del Arzobispo,12427,11666,11158,10804,10405,9873,9622,9321,29058,27614,26737,25937,25115,24070,23382,22819,18102,17191,16397,15990,15440,14695,14352,13920,16450,15750,15050,14350,13650,12950,12950,12250,14473,13562,12942,12548,12005,11467,11081,10701
4625801 Villar del Arzobispo distrito 01,12427,11666,11158,10804,10405,9873,9622,9321,29058,27614,26737,25937,25115,24070,23382,22819,18102,17191,16397,15990,15440,14695,14352,13920,16450,15750,15050,14350,13650,12950,12950,12250,14473,13562,12942,12548,12005,11467,11081,10701
4625801001 Villar del Arzobispo sección 01001,12194,11474,10776,10694,10272,9982,9527,9099,27505,26119,25188,25261,24400,23829,22649,21908,17704,16839,15798,15810,15226,14841,14153,13525,16450,15750,14350,14350,13650,12950,12950,12250,14091,13233,12364,12297,11786,11706,10908,10389
4625801002 Villar del Arzobispo sección 01002,12616,11821,11464,10891,10511,9788,9699,9502,30408,28903,28032,26495,25705,24267,23987,23583,18422,17470,16872,16133,15610,14582,14508,14240,16450,15750,15050,14350,13650,13650,12950,12950,14784,13827,13404,12749,12181,11280,11218,10955
46259 Villargordo del Cabriel,11671,10781,10127,10665,10538,9872,9063,9044,25702,24370,22639,23636,23570,21636,20888,20415,16667,15476,14584,15157,15067,14168,13113,12979,15050,14350,13650,14350,15050,14350,12250,12250,13207,12154,11384,12032,11875,11120,10157,10192
4625901 Villargordo del Cabriel distrito 01,11671,10781,10127,10665,10538,9872,9063,9044,25702,24370,22639,23636,23570,21636,20888,20415,16667,15476,14584,15157,15067,14168,13113,12979,15050,14350,13650,14350,15050,14350,12250,12250,13207,12154,11384,12032,11875,11120,10157,10192
4625901001 Villargordo del Cabriel sección 01001,11671,10781,10127,10665,10538,9872,9063,9044,25702,24370,22639,23636,23570,21636,20888,20415,16667,15476,14584,15157,15067,14168,13113,12979,15050,14350,13650,14350,15050,14350,12250,12250,13207,12154,11384,12032,11875,11120,10157,10192
46260 Vinalesa,13763,12921,12524,12288,11645,11273,10992,10564,34770,32938,31663,31037,29826,28769,27964,26874,20691,19570,18967,18660,17843,17171,16725,16273,19250,18550,17850,17150,16450,15750,15750,15050,16514,15458,14868,14555,13807,13267,12948,12570
4626001 Vinalesa distrito 01,13763,12921,12524,12288,11645,11273,10992,10564,34770,32938,31663,31037,29826,28769,27964,26874,20691,19570,18967,18660,17843,17171,16725,16273,19250,18550,17850,17150,16450,15750,15750,15050,16514,15458,14868,14555,13807,13267,12948,12570
4626001001 Vinalesa sección 01001,13875,13129,12820,12563,11941,11623,11284,10797,34145,32511,31492,30927,30002,28859,28114,26875,20772,19854,19349,19013,18294,17614,17110,16664,19250,18550,17850,17150,16450,15750,15750,15050,16683,15756,15246,14916,14202,13728,13353,12967
4626001002 Vinalesa sección 01002,13496,12422,11827,11637,10939,10465,10297,10003,36393,34069,32107,31323,29376,28538,27580,26870,20500,18900,18073,17830,16775,16151,15815,15336,19250,18550,17150,17150,16450,15750,15050,14350,16112,14747,13976,13700,12863,12201,11985,11612
46261 Yátova,13113,12509,12043,11707,11004,10340,10014,9768,29975,28401,27080,26127,24738,23087,22929,22183,19028,18196,17412,16901,15859,14904,14717,14223,17850,16450,16450,15750,14350,13650,13650,12950,15448,14783,14099,13628,12844,12042,11668,11347
4626101 Yátova distrito 01,13113,12509,12043,11707,11004,10340,10014,9768,29975,28401,27080,26127,24738,23087,22929,22183,19028,18196,17412,16901,15859,14904,14717,14223,17850,16450,16450,15750,14350,13650,13650,12950,15448,14783,14099,13628,12844,12042,11668,11347
4626101001 Yátova sección 01001,13113,12509,12043,11707,11004,10340,10014,9768,29975,28401,27080,26127,24738,23087,22929,22183,19028,18196,17412,16901,15859,14904,14717,14223,17850,16450,16450,15750,14350,13650,13650,12950,15448,14783,14099,13628,12844,12042,11668,11347
46262 Yesa, La,13717,13265,13141,12434,12426,10777,10355,10465,30230,29813,28390,27084,28742,24571,23543,23331,19157,18692,18311,17546,17703,15570,14776,15138,17850,17150,15750,15750,16450,14350,12250,13650,16147,15400,15144,14092,14109,12098,11812,11884
4626201 Yesa, La distrito 01,13717,13265,13141,12434,12426,10777,10355,10465,30230,29813,28390,27084,28742,24571,23543,23331,19157,18692,18311,17546,17703,15570,14776,15138,17850,17150,15750,15750,16450,14350,12250,13650,16147,15400,15144,14092,14109,12098,11812,11884
4626201001 Yesa, La sección 01001,13717,13265,13141,12434,12426,10777,10355,10465,30230,29813,28390,27084,28742,24571,23543,23331,19157,18692,18311,17546,17703,15570,14776,15138,17850,17150,15750,15750,16450,14350,12250,13650,16147,15400,15144,14092,14109,12098,11812,11884
46263 Zarra,10747,10223,8335,9761,9100,8917,7175,7692,21752,20328,17978,19522,18721,18516,16925,17206,14774,14160,11976,13439,12936,12653,11281,11532,14350,12950,10850,12250,11550,10850,10150,10850,11955,11377,9290,10725,9972,9849,7931,8486
